store location, store zip, name, strain, grower, type, price, weight, thc%, total mg, cost/mg
Montgomeryville,18936,Apple Fritter ,Hybrid,CURALEAF,Flower,$47.98,3.5g,22.60%,791.00mg,0.061/mg
Lancaster,17601,Tahiti Lime Premium ,Hybrid,GRASSROOTS,Flower,$74.98,7.0g,19.05%,1333.50mg,0.056/mg
Butler,16001,Juice Box Float ,Hybrid,FLOAT,Flower,$49.98,3.5g,23.35%,817.25mg,0.061/mg
Phoenixville,19460,Tina  ,Indica,SUPPLY,Small,$79.94,7.0g,23.38%,1636.60mg,0.049/mg
Lancaster,17601,Rocket Fuel  ,Hybrid,SUPPLY,Ground Flower,$39.97,7.0g,12.96%,907.20mg,0.044/mg
New Kensington,18833,Sugar Plum Sunset  ,Indica,SUPPLY,Ground Flower,$39.97,7.0g,12.49%,874.30mg,0.046/mg
Pittsburgh,15112,The Menage ,Hybrid,CRESCO,Flower,$45.01,3.5g,22.98%,804.30mg,0.056/mg
Butler,16001,Bubblegum ,Hybrid,MODERN FLOWER,Flower,$44.98,3.5g,24.72%,865.20mg,0.052/mg
Philadelphia - Chestnut St,17301,Purple Passion  ,Hybrid,SUPPLY,Small,$80.01,7.0g,22.17%,1551.90mg,0.052/mg
New Kensington,18833,Hazen Haze  ,Hybrid,SUPPLY,Ground Flower,$39.97,7.0g,13.99%,979.30mg,0.041/mg
Philadelphia - Chestnut St,17301,Sunny Diesel ,Hybrid,CLASSIX,Flower,$40.00,3.5g,22.03%,771.05mg,0.052/mg
Phoenixville,19460,Gelato #33 I95 ,Hybrid,CRESCO,Flower,$30.00,3.5g,23.33%,816.55mg,0.037/mg
Montgomeryville,18936,814 Fireworks ,Sativa,CRESCO,Flower,$45.01,3.5g,31.45%,1100.75mg,0.041/mg
Lancaster,17601,Banana OG ,Indica,CRESCO,Flower,$30.00,3.5g,21.62%,756.70mg,0.040/mg
Ambler,19002,GG #4  ,Indica,SUPPLY,Small,$80.01,7.0g,19.84%,1388.80mg,0.058/mg
Phoenixville,19460,Honey Mini ,Hybrid,FRX,Flower,$49.98,3.5g,16.46%,576.10mg,0.087/mg
Lancaster,17601,Banana OG  ,Indica,SUPPLY,Small,$79.94,7.0g,18.16%,1271.20mg,0.063/mg
Ambler,19002,Classic Red Sangria ,Sativa,LOST IN TRANSLATION,Flower,$50.02,3.5g,18.07%,632.45mg,0.079/mg
Montgomeryville,18936,CNB Shake,Sativa,TERRAPIN,Flower,$45.01,7.0g,27.88%,1951.60mg,0.023/mg
New Kensington,18833,Thai 99 ,Sativa,WOODS RESERVE,Flower,$45.01,3.5g,20.76%,726.60mg,0.062/mg
Lancaster,17601,Sugar Plum Sunset  ,Indica,SUPPLY,Small,$60.00,7.0g,20.94%,1465.80mg,0.041/mg
Pittsburgh,15112,Cannalope Kush ,Sativa,THE BANK,Flower,$35.00,3.5g,18.55%,649.25mg,0.054/mg
Montgomeryville,18936,Lime Bars ,Indica,CRESCO,Flower,$45.01,3.5g,23.52%,823.20mg,0.055/mg
Phoenixville,19460,Biscotti ,Indica,INSA,Flower,$33.98,3.5g,15.69%,549.15mg,0.062/mg
Butler,16001,Citrus Daydream  ,Sativa,SUPPLY,Small,$80.01,7.0g,25.49%,1784.30mg,0.045/mg
Lancaster,17601,Peach Hashplant ,Sativa,FRX,Flower,$54.98,3.5g,21.56%,754.60mg,0.073/mg
Phoenixville,19460,Cold as Ice  ,Sativa,SUPPLY,Ground Flower,$39.97,7.0g,14.70%,1029.00mg,0.039/mg
Lancaster,17601,Chem 91 ,Indica,FRX,Flower,$54.98,3.5g,22.00%,770.00mg,0.071/mg
New Kensington,18833,Grease Bucket  7g,Indica,ORGANIC REMEDIES,Flower,$60.00,7.0g,18.30%,1281.00mg,0.047/mg
Montgomeryville,18936,Bernie Sanders  Bud,Indica,GLEAF,Small,$40.00,3.5g,23.94%,837.90mg,0.048/mg
Philadelphia - Chestnut St,17301,Scarlet Fire #7 ,Sativa,PRIME,Flower,$50.02,3.5g,26.77%,936.95mg,0.053/mg
Ambler,19002,Critical Purple Kush  ,Indica,SUPPLY,Ground Flower,$39.97,7.0g,14.94%,1045.80mg,0.038/mg
Montgomeryville,18936,Oregon Silver Haze  ,Sativa,SUPPLY,Ground Flower,$39.97,7.0g,20.56%,1439.20mg,0.028/mg
Phoenixville,19460,Sugar Plum Sunset  ,Indica,SUPPLY,Ground Flower,$39.97,7.0g,13.74%,961.80mg,0.042/mg
Montgomeryville,18936,Lime Bars  ,Indica,SUPPLY,Ground Flower,$39.97,7.0g,15.51%,1085.70mg,0.037/mg
Montgomeryville,18936,Rocket Fuel ,Hybrid,CRESCO,Flower,$45.01,3.5g,21.18%,741.30mg,0.061/mg
Ambler,19002,Director's Cut  ,Hybrid,SUPPLY,Small,$60.00,7.0g,20.35%,1424.50mg,0.042/mg
New Kensington,18833,Mai Tai #4  Bud,Hybrid,GLEAF,Small,$70.00,7.0g,22.90%,1603.00mg,0.044/mg
Ambler,19002,707 Headband  ,Indica,SUPPLY,Small,$80.01,7.0g,23.89%,1672.30mg,0.048/mg
New Kensington,18833,Purple Punch  ,Indica,GOOD GREEN,Small,$84.98,7.0g,22.09%,1546.30mg,0.055/mg
Philadelphia - Chestnut St,17301,Chem Brulee ,Indica,FRX,Flower,$54.98,3.5g,28.07%,982.45mg,0.056/mg
Pittsburgh,15112,Pineapple Kush Mini ,Indica,FRX,Flower,$49.98,3.5g,23.58%,825.30mg,0.061/mg
Montgomeryville,18936,GMO ,Hybrid,CULTIVAR COLLECTION,Flower,$59.99,3.5g,27.85%,974.75mg,0.062/mg
Ambler,19002,Amnesia  ,Hybrid,AGRI-KIND,Smalls,$59.99,7.0g,16.65%,1165.50mg,0.051/mg
Lancaster,17601,Gelato 41 x Bwizz ,Hybrid,INSA,Flower,$39.97,3.5g,20.69%,724.15mg,0.055/mg
Pittsburgh,15112,Cold as Ice  ,Sativa,SUPPLY,Small,$80.01,7.0g,24.42%,1709.40mg,0.047/mg
New Kensington,18833,Chem Brulee ,Indica,FRX,Flower,$54.98,3.5g,28.07%,982.45mg,0.056/mg
Montgomeryville,18936,WC Watermelon Z  ,Indica,SUPPLY,Ground Flower,$39.97,7.0g,21.11%,1477.70mg,0.027/mg
Butler,16001,OG 18  ,Indica,SUPPLY,Small,$80.01,7.0g,22.77%,1593.90mg,0.050/mg
Ambler,19002,Gelato #33  ,Hybrid,GOOD GREEN,Small,$84.98,7.0g,22.61%,1582.70mg,0.054/mg
Montgomeryville,18936,Harry's Kush ,Indica,FRX,Flower,$54.98,3.5g,23.13%,809.55mg,0.068/mg
Lancaster,17601,Glazed Enigma  ,Sativa,SUPPLY,Ground Flower,$39.97,7.0g,12.87%,900.90mg,0.044/mg
Ambler,19002,Hazen Haze  ,Hybrid,SUPPLY,Small,$80.01,7.0g,23.94%,1675.80mg,0.048/mg
Lancaster,17601,The Menage  ,Hybrid,SUPPLY,Small,$79.94,7.0g,22.04%,1542.80mg,0.052/mg
Montgomeryville,18936,Oregon Silver Haze ,Sativa,CRESCO,Flower,$45.01,3.5g,21.67%,758.45mg,0.059/mg
Pittsburgh,15112,OG 18  ,Indica,SUPPLY,Small,$80.01,7.0g,19.01%,1330.70mg,0.060/mg
Phoenixville,19460,Tina  ,Indica,SUPPLY,Ground Flower,$39.97,7.0g,15.66%,1096.20mg,0.036/mg
Pittsburgh,15112,Cool Grapes #66 Premium ,Hybrid,GRASSROOTS,Flower,$74.98,7.0g,20.07%,1404.90mg,0.053/mg
Pittsburgh,15112,Skunk Helmet ,Sativa,TERRAPIN,Flower,$37.00,3.5g,24.01%,840.35mg,0.044/mg
Pittsburgh,15112,Lime Bars  ,Indica,SUPPLY,Small,$80.01,7.0g,22.41%,1568.70mg,0.051/mg
Montgomeryville,18936,Wharf Rat ,Hybrid,CLASSIX,Flower,$40.00,3.5g,24.51%,857.85mg,0.047/mg
Pittsburgh,15112,Spiked Mai Tai ,Sativa,CRESCO,Flower,$45.01,3.5g,26.75%,936.25mg,0.048/mg
Butler,16001,Biscotti ,Indica,INSA,Flower,$33.98,3.5g,15.69%,549.15mg,0.062/mg
Phoenixville,19460,Critical Purple Kush  ,Indica,SUPPLY,Ground Flower,$39.97,7.0g,14.94%,1045.80mg,0.038/mg
Butler,16001,Purple Z  7g,Indica,ORGANIC REMEDIES,Flower,$60.00,7.0g,17.75%,1242.50mg,0.048/mg
Ambler,19002,Banana Punch  ,Indica,AVENUE,Smalls,$79.94,7.0g,21.22%,1485.40mg,0.054/mg
Ambler,19002,Jet Fuel ,Sativa,RYTHM,Flower,$54.98,3.5g,23.78%,832.30mg,0.066/mg
Lancaster,17601,Grape Gasoline ,Indica,INSA,Flower,$79.94,7.0g,21.17%,1481.90mg,0.054/mg
Ambler,19002,Moby Dick  ,Sativa,SECHE,Flower,$54.95,7.0g,20.43%,1430.10mg,0.038/mg
Montgomeryville,18936,Lucinda Williams ,Sativa,FRX,Flower,$54.98,3.5g,25.24%,883.40mg,0.062/mg
Philadelphia - Chestnut St,17301,Kosher Tangie  ,Hybrid,SUPPLY,Small,$80.01,7.0g,22.25%,1557.50mg,0.051/mg
New Kensington,18833,Spiked Mai Tai  ,Sativa,SUPPLY,Small,$80.01,7.0g,23.13%,1619.10mg,0.049/mg
Ambler,19002,Cannalope Kush  ,Sativa,SECHE,Flower,$54.95,7.0g,19.32%,1352.40mg,0.041/mg
Philadelphia - Chestnut St,17301,Lucinda Williams ,Sativa,GLEAF,Flower,$40.00,3.5g,23.75%,831.25mg,0.048/mg
Butler,16001,Harry's Kush ,Indica,FRX,Flower,$54.98,3.5g,23.13%,809.55mg,0.068/mg
Lancaster,17601,Strawberry Star ,Hybrid,CULTIVAR COLLECTION,Flower,$59.99,3.5g,25.14%,879.90mg,0.068/mg
Ambler,19002,Peach Hashplant ,Sativa,FRX,Flower,$54.98,3.5g,21.56%,754.60mg,0.073/mg
Ambler,19002,Oregon Silver Haze  ,Sativa,SUPPLY,Ground Flower,$39.97,7.0g,20.56%,1439.20mg,0.028/mg
Ambler,19002,Jokerz Candy Float ,Sativa,FLOAT,Flower,$50.02,3.5g,27.83%,974.05mg,0.051/mg
New Kensington,18833,Hazen Haze  ,Hybrid,SUPPLY,Small,$80.01,7.0g,27.48%,1923.60mg,0.042/mg
Phoenixville,19460,Gluelato Float ,Hybrid,FLOAT,Flower,$49.98,3.5g,26.06%,912.10mg,0.055/mg
Montgomeryville,18936,Director's Cut ,Hybrid,CRESCO,Flower,$45.01,3.5g,24.55%,859.25mg,0.052/mg
Philadelphia - Chestnut St,17301,Tina ,Indica,CRESCO,Flower,$30.00,3.5g,23.48%,821.80mg,0.037/mg
Montgomeryville,18936,Norton x TW  ,Hybrid,AGRI-KIND,Smalls,$70.00,7.0g,22.13%,1549.10mg,0.045/mg
Montgomeryville,18936,Serious Happiness Reserve ,Hybrid,AGRI-KIND,Flower,$44.98,3.5g,19.83%,694.05mg,0.065/mg
Montgomeryville,18936,Sugar Plum Sunset  ,Indica,SUPPLY,Small,$80.01,7.0g,20.94%,1465.80mg,0.055/mg
Pittsburgh,15112,Blazing Conductor ,Indica,R.O.,Flower,$35.00,3.5g,16.52%,578.20mg,0.061/mg
Butler,16001,Slymer ,Hybrid,MOXIE,Flower,$54.98,3.5g,23.09%,808.15mg,0.068/mg
Lancaster,17601,Spiked Mai Tai  ,Sativa,SUPPLY,Small,$79.94,7.0g,23.13%,1619.10mg,0.049/mg
Butler,16001,Pink 2.0 ,Indica,OLD PAL,Flower,$59.99,7.0g,19.20%,1344.00mg,0.045/mg
Lancaster,17601,OG 18  ,Indica,SUPPLY,Ground Flower,$39.97,7.0g,12.41%,868.70mg,0.046/mg
Montgomeryville,18936,Sour Tangie Shake,Sativa,TERRAPIN,Flower,$45.01,7.0g,21.82%,1527.40mg,0.029/mg
Ambler,19002,Super Lemon Haze ,Sativa,MOXIE,Flower,$54.98,3.5g,25.21%,882.35mg,0.062/mg
Lancaster,17601,Blazing Conductor ,Indica,R.O.,Flower,$35.00,3.5g,16.52%,578.20mg,0.061/mg
Pittsburgh,15112,Yellow Brick Road ,Hybrid,AVENUE,Flower,$44.98,3.5g,23.54%,823.90mg,0.055/mg
Ambler,19002,Golden Goose ,Indica,CRESCO,Flower,$45.01,3.5g,21.12%,739.20mg,0.061/mg
Phoenixville,19460,Wedding Gelato ,Hybrid,MODERN FLOWER,Flower,$30.00,3.5g,22.62%,791.70mg,0.038/mg
Butler,16001,Strawberry Amnesia  Grind ,Sativa,SECHE,Fine Grind Flower,$39.97,7.0g,16.69%,1168.30mg,0.034/mg
Phoenixville,19460,Garlic Grove ,Hybrid,MOXIE,Flower,$54.98,3.5g,19.33%,676.55mg,0.081/mg
Lancaster,17601,Silly Susan Premium ,Indica,GRASSROOTS,Flower,$74.98,7.0g,21.45%,1501.50mg,0.050/mg
Montgomeryville,18936,Chaos Kush  ,Hybrid,SUPPLY,Ground Flower,$39.97,7.0g,15.47%,1082.90mg,0.037/mg
Ambler,19002,Dosi-Dos  ,Indica,GOOD GREEN,Small,$84.98,7.0g,22.18%,1552.60mg,0.055/mg
New Kensington,18833,Super Skunk 2.0 ,Indica,TRUFLOWER,Flower,$35.00,3.5g,20.25%,708.75mg,0.049/mg
Phoenixville,19460,Thai 99 ,Sativa,WOODS RESERVE,Flower,$44.98,3.5g,18.10%,633.50mg,0.071/mg
Butler,16001,Golden Goose ,Indica,CRESCO,Flower,$45.01,3.5g,21.12%,739.20mg,0.061/mg
Phoenixville,19460,Sour Tangie Shake,Sativa,TERRAPIN,Flower,$45.01,7.0g,21.82%,1527.40mg,0.029/mg
Montgomeryville,18936,Lime Bars  ,Indica,SUPPLY,Small,$80.01,7.0g,22.41%,1568.70mg,0.051/mg
Lancaster,17601,Blueberry Muffin Little Buds ,Indica,FLOAT,Flower,$44.98,3.5g,20.83%,729.05mg,0.062/mg
Phoenixville,19460,Critical Purple Kush  ,Indica,SUPPLY,Small,$79.94,7.0g,17.99%,1259.30mg,0.063/mg
Butler,16001,Spiked Mai Tai  ,Sativa,SUPPLY,Small,$80.01,7.0g,23.13%,1619.10mg,0.049/mg
New Kensington,18833,Rocket Fuel  ,Hybrid,SUPPLY,Ground Flower,$39.97,7.0g,12.96%,907.20mg,0.044/mg
Ambler,19002,Serious Happiness ,Hybrid,AGRI-KIND,Flower,$35.00,3.5g,16.96%,593.60mg,0.059/mg
Ambler,19002,Outer Space ,Sativa,CRESCO,Flower,$45.01,3.5g,21.09%,738.15mg,0.061/mg
Pittsburgh,15112,Silver Back Skunk ,Sativa,TRUFLOWER,Flower,$35.00,3.5g,20.50%,717.50mg,0.049/mg
Pittsburgh,15112,ICB ,Indica,INSA,Flower,$49.98,3.5g,20.37%,712.95mg,0.070/mg
Pittsburgh,15112,Point Break ,Indica,GLEAF,Flower,$35.00,3.5g,21.90%,766.50mg,0.046/mg
Montgomeryville,18936,Tina  ,Indica,SUPPLY,Ground Flower,$39.97,7.0g,15.83%,1108.10mg,0.036/mg
Butler,16001,Tina  ,Indica,SUPPLY,Ground Flower,$39.97,7.0g,15.83%,1108.10mg,0.036/mg
Lancaster,17601,OG 18  ,Indica,SUPPLY,Small,$79.94,7.0g,19.01%,1330.70mg,0.060/mg
Pittsburgh,15112,Ghost Rider ,Hybrid,GRASSROOTS,Flower,$47.98,3.5g,25.92%,907.20mg,0.053/mg
Pittsburgh,15112,Tina  ,Indica,SUPPLY,Small,$80.01,7.0g,23.38%,1636.60mg,0.049/mg
